document_id,process_id,title,folder,agency,action_type,state,register_date,total_count
2567,1000916,Colorado Roadless Areas Rulemaking Proposal To Establish Regulatory Direction for Managing Approximately 4.2 million Acres of Roadless Areas Arapaho and Roosevelt; Grand Mesa Uncompahgre and Gunnison; Manti-La Sal (portion in Colorado); Pike and San Isabel; Rio Grande; Routt; San Juan; and White River National Forests CO,EisDocuments-87102,Forest Service,Conservation/Restoration/ Bio. Resource use;Recreation,CO,5/4/12,1
1834,1000631,California High-Speed Train (HST): Merced to Fresno Section High-Speed Train Propose to Construct Operate and Maintain an Electric-Powered High-Speed Train (HST) Merced Madera and Fresno Counties CA,EisDocument-NEPAccess-00017,Federal Railroad Administration,Transportation,CA,4/27/12,2
11755,1004302,South Unit - Badlands National Park General Management Plan Implementation SD,EisDocument-NPS-00020,National Park Service,Land Management Plan,SD,4/27/12,2
13742,1005015,Vestal Project Commercial and Non-commercial Vegetation Treatments and Prescribed Burning to Reduce Mountain Pine Beetle Risk and Fire Hazard Hell Canyon Ranger District Black Hills National Forest Custer County SD,EisDocument-USFS-00049,Forest Service,Conservation/Restoration/ Bio. Resource use;Transportation,SD,4/27/12,4
6094,1002231,John Day Basin Resource Management Plan To Provide Direction for Managing Public Lands in Central and Eastern Oregon Prineville District Grant Wheeler Gilliam Wasco Sherman Umatilla Jefferson and Morrow Counties OR,EisDocument-BLM-00011,Bureau of Land Management,Land Management Plan,OR,4/20/12,13
11531,1004211,Snow Basin Vegetation Management Project Proposal to Implementing Commercial Harvest of Timber Post Harvest Non-commercial Thinning Whitman Ranger District Wallowa-Whitman Forest Baker County OR,EisDocument-USFS-00040,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,3/30/12,6
14244,1005161,Westside Subway Extension Transit Corridor Project Extension of the Existing Metro Purple Line and Metro Red Line Heavy Rail Subway Los Angeles County Metropolitan Transportation Authority Los Angeles County CA,EisDocument-NEPAccess-00104,Federal Transit Administration,Transportation,CA,3/23/12,2
13948,1005056,Wallowa-Whitman National Forest Travel Management Plan Designate Roads Trails and Areas for Motor Vehicle User Baker Grant Umatilla Union and Wallowa Counties OR,EisDocument-USFS-00075,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,3/16/12,1
6290,1002310,Ketchikan - Misty Fiords Outfitter and Guide Management Plan Authorizes Outfitter and Guide Operations through the Issuance of Special Use Permit Tongass National Forest Ketchikan-Misty Ranger District Ketchikan AK,EisDocument-USFS-00024,Forest Service,Recreation,AK,3/9/12,1
8994,1003305,Ocotillo Express Wind Energy Project Proposing to Develop a 465-Megawatt Wind Energy Facility Implementation Imperial County CA,EisDocument-NEPAccess-00071,Bureau of Land Management,Conservation/Restoration/ Bio. Resource use;Energy generation/transmission,CA,3/9/12,2
223,1005030,ADOPTION - Vogtle Electric Generating Plant Unit 3 and 4 Issuance a Loan Guarantee to Support Funding for Construction Burke County GA,EisDocument-NEPAccess-00002,Department of Energy,Energy generation/transmission,GA,2/17/12,1
505,1000141,Amendment 18A to the Fishery Management Plan for the Snapper-Grouper Fishery of the South Atlantic Region To Limit Participation and Effort in the Black Sea Bass Pot Fishery South Atlantic Region NC SC FL and GA,NOAA_0025,National Oceanic and Atmospheric Administration,,NC;SC;FLGA,2/17/12,2
9381,1003682,PROGRAMMATIC - National Forest System Land Management Planning Proposing a New Rule at 36 CFR Part 219 Guide Development Revision and Amendment of Land Management Plans for Unit of the National Forest System,EisDocument-NEPAccess-00077,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,,2/3/12,4
2178,1000747,Central and Southern Florida Project Comprehensive Everglades Restoration Plan Biscayne Bay Coastal Wetlands Phase I Project To Restore the Natural Hydrology and Ecosystem in an Area Degraded by Drainage Systems and Land Development Miami-Dade County FL,EisDocument-NEPAccess-00022,U.S. Army Corps of Engineers,Water Works,FL,1/6/12,2
4934,1001804,Greens Hollow Coal Lease Tract Project Proposed Federal Coal Leasing and Subsequent Underground Coal Mining Funding and Lease Application Fishlake and Manti-La Sal National Forest Sanpete and Sevier Counties UT,EisDocument-UOFA-02796,Bureau of Land Management,Mineral Resource Extraction,UT,12/23/11,1
5747,1002102,Illinois Coastal Management Program To Preserve Protect Restore and Where Possible Enhance Coastal Resources in Illinois,NOAA_0146,National Oceanic and Atmospheric Administration,,IL,12/23/11,1
3800,1001379,Everglades Restoration Transition Plan (ERTP) To Defined Water Management Operating Criteria for Central and Southern Florida Project (C&SF) features and the Constructed features of the Modified Water Deliveries and Canal-III Project until a Combined Operational Plan is Implemented Broward and Miami-Dade Counties FL,EisDocument-UOFA-02624,U.S. Army Corps of Engineers,Water Works,FL,12/9/11,1
6556,1002406,Lake Tahoe Basin Management Unit South Shore Fuel Reduction and Healthy Forest Restoration To Manage Fuel Reduction and Forest health in the Wildland Urban Intermit (WUI) El Dorado County CA,EisDocument-UOFA-03073,Forest Service,Conservation/Restoration/ Bio. Resource use;Recreation,CA,12/9/11,1
14415,1005253,Windy Gap Firming Project Construct a New Water Storage Reservoir to Deliver Water to Front Range and West Slope Communities and Industries Funding NPDES and US Army COE Section 404 Permit Grand and Larimer Counties CO,BR_2015,Bureau of Reclamation,,CO,12/9/11,2
963,1000308,Bangerter 600 West Project Proposed Improvements to Address Projected Transportation Demand and Safety Salt Lake County UT,EisDocument-UOFA-02696,Federal Highway Administration,Transportation,UT,11/18/11,1
9840,1003492,Pinaleno Ecosystem Restoration Project Proposed On-the-Ground Treatments to Improve Forest Health and Improve or Protect Red Squrrel Habitat Coronado National Forest Graham County AZ,EisDocument-UOFA-02623,Forest Service,Conservation/Restoration/ Bio. Resource use,AZ,11/10/11,1
84,1000033,2011 Caribbean Comprehensive Annual Catch Limit (ACL) Amendment for the US Caribbean: Amendment 6 to the Reef Fish Fishery Management Plan of Puerto Rico and the U.S. Virgin Islands; Amendment 5 to the Fishery Management Spiny Lobster Fishery of Puerto Rico and the U.S. Virgin Islands; Amendment 3 to the Fishery Management Plan for the Queen Conch Resources of Puerto Rico and the U.S. Virgin Islands; Amendment 3 to the Fishery Management Plan for Corals and Reef Associated Plants and Invertebrates of Puerto Rico and the U.S. Virgin Islands,NOAA_0004,National Oceanic and Atmospheric Administration,,USVI,11/4/11,1
509,1000143,Amendment 2 to the Fishery Management Plan of Puerto Rico and the U.S. Virgin Islands and Amendment 5 to the Reef Fish Fishery Management Plan of Puerto Rico and the U.S. Virgin Islands Implementation of Annual Catch Limits (ACLs) and Accountability Measures (AMs) for Reef Fish and Queen Conch in the U.S. Caribbean,NOAA_0028,National Oceanic and Atmospheric Administration,,PR;USVI;Caribbean Sea,10/28/11,1
3453,1001255,East County Substation/Tule Wind/Energia Sierra Juarez Gen-Tie Projects Construction and Operation Right-of-Way Grants San Diego County CA,EisDocument-UOFA-02701,Bureau of Land Management,Energy generation/transmission,CA,10/14/11,2
5890,1002160,Interstate 5 Columbia River Crossing Project Bridge Transit and Highway Improvements from State Route 500 in Vancouver WA to Columbia Boulevard in Portland OR Funding US COE Section 10 & 404 Permits NPDES Permit,EisDocument-UOFA-02667,Federal Highway Administration,Transportation,WA,9/23/11,1
8644,1003189,North End Sheep Allotment Project Proposes to Authorize Grazing Domestic Sheep Walla Walla Range District of the Umatilla National Forest Wallowa Union and Umaitlla Counties OR,EisDocument-UOFA-02728,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,9/9/11,1
3137,1001138,Deschutes and Ochoco National Forest and the Crooked River National Grassland Travel Management Project Implementation Deschutes Jefferson Crook Klamath Lake Grant and Wheeler County OR,EisDocument-UOFA-02985,Forest Service,Recreation,OR,9/2/11,1
6823,1002508,Logan Northern Canal Reconstruction Project To Construct a System that will Safely Restore Delivery of Water City of Logon Cache County UT,EisDocument-UOFA-03088,Natural Resource Conservation Service,Water Works,UT,9/2/11,1
14265,1005169,Whistling Ridge Energy Project Construction and Operation of a 75-megawatt (MW) Wind Turbine Facility City of White Salmon Skamania County WA,BPA_2002,Bonneville Power Administration,,WA,9/2/11,2
8187,1002991,Nabesna Off-Road Vehicle Management Plan Implementation Wrangell-St. Elias National Park and Preserve AK,EisDocument-UOFA-03198,National Park Service,Recreation,AK,8/26/11,3
8015,1002954,Mountain City Ruby Mountains and Jarbidge Ranger Districts Combined Travel Management Project Implementation Humboldt-Toiyabe National Forest Elko and White Pine Counties NV,EisDocument-UOFA-02855,Forest Service,Recreation,NV,8/19/11,2
9575,1003391,Pactola Project Area Proposes to Implement Multiple Resource Management Actions Mystic Ranger District Black Hills National Forest Pennington County SD,EisDocument-UOFA-03060,Forest Service,Conservation/Restoration/ Bio. Resource use,SD,8/5/11,1
5607,1002053,I-69 Evansville to Indianapolis Tier 2 Section 4 Project From U.S. 231 (Crane NSWC) to IN-37 South of Bloomington in Section 4 Greene and Monroe Counties IN,FHWA_6015,Federal Highway Administration,,IN,7/22/11,1
3603,2000317,Eglin Air Force Base (AFB) and Hurlburt Field Proposes to Implement the Military Housing Privatization Initiative (MHPI) FL,USAF_0032,United States Air Force,,FL,6/24/11,2
7236,1002631,Madera Irrigation District Water Supply Enhancement Project Constructing and Operating a Water Bank on the Madera Property Madera County CA,BR_2027,Bureau of Reclamation,,CA,6/17/11,1
8076,1002974,Mudflow Vegetation Management Project To Improve or Sustain the Health and Resiliency of the Forest and Reduce the Risk of Stand-replacing Wildfire Siskiyou County CA,EisDocument-UOFA-02643,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,6/3/11,1
5432,1001987,Howard Elliot Johnson Fuel and Vegetation Management Project Proposed Fuels and Vegetation Treatments Reduce the Risk of Stand Loss Due to Overly Dense Stand Condition Crook County OR,EisDocument-UOFA-02945,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,OR,5/27/11,1
114,1000154,ADOPTION - American Centrifuge Plant Gas Centrifuge Uranium Enrichment Facility Construction Operation and Decommission License Issuance Piketon OH,EisDocument-UOFA-02722,Department of Energy,Energy generation/transmission,OH,5/20/11,2
1852,1000636,Calvert Cliffs Nuclear Power Plant Unit 3 Application for Combined License for Construct and Operate a New Nuclear Unit NUREG 1936 Calvert County MD,EisDocument-UOFA-02960,Nuclear Regulatory Commission,Energy generation/transmission,MD,5/20/11,1
9595,1003399,Palen Solar Power Plant Project Construction Operation and Decommission a Solar Thermal Facility on Public Lands Approval for Right-of-Way Grant Possible California Desert Conservation Area Plan Amendment Riverside County CA,EisDocument-UOFA-02729,Bureau of Land Management,Energy generation/transmission;Land Management Plan,CA,5/13/11,1
3996,1001450,First Solar Desert Sunlight Solar Farm (DSSF) Project Proposing To Develop a 550-Megawatt Photovoltaic Solar Project Also Proposes to Facilitate the Construction and Operation of the Red Bluff Substation California Desert Conservation Area (CDCA Plan Riverside County CA,EisDocument-UOFA-03232,Bureau of Land Management,Energy generation/transmission,CA,4/15/11,1
13781,1005030,Vogtle Electric Generating Plant Units 3 and 4 Construction and Operation Application for Combined Licenses (COLs) NUREG-1947 Waynesbora GA,EisDocument-UOFA-02671,Nuclear Regulatory Commission,Energy generation/transmission,GA,3/25/11,1
1088,1000360,Beaver Creek Landscape Management Project Vegetation Treatment Implementation Ashland Ranger District Custer National Forest Powder River County MT,EisDocument-UOFA-02758,Forest Service,Conservation/Restoration/ Bio. Resource use,MT,3/18/11,1
2140,1000759,Central Kupreanof Timber Harvest Project Proposes to Harvest up to 70.2 Million Board Feet of Timber Kupreanof Island Petersburg Ranger District Tongass National Forest AK,EisDocument-UOFA-03139,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,AK,3/11/11,5
10781,1003930,Sabine-Neches Waterway Channel Improvement Project Proposed Ocean Dredged Material Disposal Site Designation Southeast Texas and Southwest Louisiana,EisDocument-UOFA-03193,U.S. Army Corps of Engineers,Water Works,TX,3/4/11,1
12734,1004640,Tracks Project Proposing Forest Vegetation Management and Related Transportation System Activities Superior National Forest Laurentian Ranger District St. Louis and Lake Counties MN,EisDocument-ALIGN-00036,Forest Service,Conservation/Restoration/ Bio. Resource use,MN,3/4/11,1
12585,1004581,Three Trails Off-Highway Vehicle Project Designated Off-Highway Vehicle (OHV) Trail System Crescent Ranger District Deschutes National Forest Klamath County OR,EisDocument-UOFA-02799,Forest Service,Recreation,OR,1/28/11,3
2085,1000734,Cedar Creek and Belle Grove National Historical Park General Management Plan Implementation Frederick Shenandoah Warren Counties VA,EisDocument-UOFA-02808,National Park Service,Land Management Plan,VA,1/21/11,1
5304,1001931,Hi-Grouse Project Proposes to Treat Ponderosa Pine and Mixed Conifer Stands to Improve Long-Term Forest Health and Reduce Fuels within the Goosenest Adaptive Management Area Goosenest Ranger District Klamath National Forest Siskiyou Co CA,EisDocument-UOFA-03124,Forest Service,Conservation/Restoration/ Bio. Resource use,CA,1/7/11,1
4681,1001719,Glyphosate -Tolerant Alfalfa Events J101 and J163: Request for Nonregulated Status Implementation United States,APHIS_2007,Animal and Plant Health Inspection Service,,PRO,12/23/10,4
1953,1000680,Cape Hatteras National Seashore Off-Road Vehicle Management Plan Implementation NC,EisDocument-UOFA-03266,National Park Service,Recreation,NC,11/19/10,1
5209,1001895,Hatcher Pass Recreation Area Access Trails and Transit Facilities To Develop Transportation Access and Transit-Related Infrastructure Northern and Southern Areas Hatcher Pass AK,EisDocument-UOFA-02816,Federal Transit Administration,Recreation;Transportation,AK,11/19/10,5
3276,1001188,Dosewallips Road Washout Project To Reestablish Road Access to both Forest Service Road (FSR) 2610 and Dosewallips Road Hood Canal Ranger District Olympic National Forest Olympic National Park Jefferson County WA,EisDocument-UOFA-02886,Forest Service,Conservation/Restoration/ Bio. Resource use,WA,11/5/10,1
9919,1003523,Plumas National Forest Public Motorized Travel Management Implementation Plumas National Forest Plumas Lassen Yuba Butte and Sierra Counties CA,EisDocument-UOFA-03025,Forest Service,Recreation,CA,11/5/10,3
2512,1000894,Cobbler II Timber Sale and Fuels Reduction Project Proposing Vegetation and Fuels Management to Improve Health and Vigor Upland Forest Stands and Reduce Hazardous and Ladder Fuels Walla Walla Ranger District Umatilla National Forest Wallowa and Union Counties OR,2010_9062,Forest Service,,OR,10/22/10,5
8112,1002989,Mystic Range Project Area Propose to Reauthorize Grazing of Domestic Livestock on Eight Allotments Black Hills National Forest Pennington and Custer Counties SD,EisDocument-UOFA-03076,Forest Service,Conservation/Restoration/ Bio. Resource use,SD,10/22/10,1
3949,1001436,Fernow Experimental Forest Project To Continue Long-Term Research Studies Involving Removal of Trees Prescribed Burning Fertilization and Use of Herbicides and other Management Activities to Control Invasive Plant Species Tucker County WV,EisDocument-UOFA-03295,Forest Service,Government Facilities/Operations,WV,10/15/10,1
12375,1004505,Tahoe National Forest Motorized Travel Management Project Proposed Changes to the National Forest Transportation System Implementation Nevada Placer Plumas Sierra and Yuba Counties CA,EisDocument-UOFA-02634,Forest Service,Recreation,CA,10/15/10,5
6989,2000618,Louisiana Coastal Area (LCA) - Louisiana Terrebonne Basin Barrier Shoreline Restoration Feasibility Study Implementation. Terrebonne Parish LA,EisDocument-UOFA-03109,U.S. Army Corps of Engineers,Water Works,LA,10/8/10,2
7512,1002744,Medium Diversion at White Ditch Integrated Feasibility Study Louisiana Coastal Area (LCA) Ecosystem Restoration Implementation Plaquemines Parish LA,EisDocument-UOFA-02821,U.S. Army Corps of Engineers,Water Works,LA,10/8/10,2
12445,1004529,Tehachapi Renewable Transmission Project New Information on Changed Conditions Caused by the Station Fire Construct Operate and Maintain New and Upgraded 500 kV and 220kV Transmission Lines and Substations Special Use Authorization Angeles National Forest Los Angeles County CA,EisDocument-UOFA-03079,Forest Service,Energy generation/transmission,CA,9/24/10,1
7894,1002911,Montana Department of Natural Resources and Conservation Forested Trust Lands Habitat Conservation Plan Issuance of Incidental Take Permit Implementation MT,EisDocument-UOFA-03230,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,MT,9/10/10,3
8896,2000774,Northwest Training Range Complex (NWTRC) Support and Conduct Current Emerging and Future Training and Research Development Test and Evaluation (RDT&E) Activities WA OR and CA,EisDocument-UOFA-02940,United States Navy,Government Facilities/Operations,WA;OR,9/10/10,3
6551,1002405,Lake Superior National Estuarine Research Reserves to be known as the Lake Superior Reserve Proposed Designation To Provide Greater Protection Research and Education Opportunities to 16 697 Acres of the St. Louis River Estuary WI,EisDocument-UOFA-02652,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,WI,9/3/10,1
12288,1004489,Swan Falls Hydroelectric Project Application for a New License for the 25-megawatt Hydroelectric Facility (FERC Project No. 503-048) Snake River Ada and Owyhee Counties ID,EisDocument-UOFA-02772,Federal Energy Regulatory Commission,Energy generation/transmission,ID,9/3/10,1
4585,1001684,Genesis Solar Energy Project Application for a Right-of-Way Grant to Construct Operate and Decommission a Solar Thermal Facility on Public Lands California Desert Conservation Area Plan Riverside County CA,EisDocument-UOFA-02873,Bureau of Land Management,Energy generation/transmission,CA,8/27/10,1
499,1000139,Amendment 17A to the Fishery Management Plan for the Snapper Grouper Fishery of the South Atlantic Region To Implement Long-Term Management Measures Expected to End Overfishing of the Red Snapper Stock South Atlantic Region,NOAA_0023,National Oceanic and Atmospheric Administration,,,8/20/10,2
7735,1002833,Minidoka Dam Spillway Replacement Project To Prevent Structural Failure of the Minidoka Dam Spillway and Canal Headworks Lake Walcott Minidoka County ID,BR_2033,Bureau of Reclamation,,ID,8/20/10,1
6786,1002494,Little Snake Resource Management Plan Implementation Moffat Routt and Rio Blanco Counties Craig CO,EisDocument-UOFA-03115,Bureau of Land Management,Land Management Plan,,8/13/10,2
13445,1004761,Umatilla National Forest Invasive Plants Treatment Propose to Treat Invasive Plants and Restore Treated Sites Asotin Columbia Garfield Walla Walla Counties WA and Grant Morrow Umatilla Union Wallowa Wheeler Counties OR,EisDocument-UOFA-02840,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,8/13/10,1
2439,1000861,Clear Prong Project To Implement Silvicultural Activities Including Thinning of Sub-Merchantable Trees Prescribed Fires and Aspen Enhancement on 2 190 Acres Bois National Forest Cascade Ranger District Valley County ID,EisDocument-UOFA-02693,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,7/30/10,1
5011,1001830,Guam and Commonwealth of the Northern Mariana Islands (CNMI) Military Relocation Proposed Relocating Marines from Okinawa Visiting Aircraft Carrier Berthing and Army Air and Missile Defense Task Force Implementation GU,EisDocument-UOFA-02907,United States Navy,Government Facilities/Operations,GU,7/28/10,4
14168,1005136,West Tavaputs Plateau Natural Gas Full Field Development Plan Develop the Natural Gas Resource on Leased and Unleased Lands Carbon County UT,EisDocument-UOFA-03191,Bureau of Land Management,Mineral Resource Extraction,UT,7/23/10,2
1422,1000477,Boise National Forest Project Proposed Amendments to the Land and Resource Management Plan Wildlife Conservation Strategy (WCS) Phase 1: Forested Biological Community Located within Portions of Ada Boise Elmore Gem and Valley Counties ID,EisDocument-UOFA-03067,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,ID,7/9/10,2
5492,1002010,I-15 Corridor Improvement and Local Arterial Improvements Project Collectively Known as Project NEON To Improve the Safety and Travel Efficiency in the I-15 Corridor City of Las Vegas Clark County NV,2010_9023,Federal Highway Administration,,NV,6/11/10,2
7328,1002662,Mariana Islands Range Complex (MIRC) To Address Ongoing and Proposed Military Training Activities Mariana Islands GU,EisDocument-UOFA-03262,United States Navy,Government Facilities/Operations,GU,6/4/10,1
6428,1002453,LEGISLATIVE - Glacier Bay National Park Project Authorize Harvest of Glaucous-Winged Gull Eggs by the Huna Tlingit Implementation AK,EisDocument-UOFA-02736,National Park Service,Conservation/Restoration/ Bio. Resource use,AK,5/28/10,3
14242,1005160,Westside Rangeland Analysis Project Proposal to Allocate Forage for Commercial Livestock Grazing on Six Alternatives Mud and Tope Creeks Wallowa Valley Ranger District Wallowa-Whitman National Forest Wallowa County OR,EisDocument-UOFA-02918,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,5/28/10,1
8314,1003044,Naval Sea Systems Command (NAVSEA). Naval Undersea Warfare Center (NUWC) Keyport Complex Extension Propose to Extend the Operational Areas Three Distinct Range Sites: Keyport Range Site; Dabob Bay Range Complex (DBRC) Site Quinault Underwater Tracking Range Site Gray Harbor Jefferson Kitsap and Mason Counties WA,EisDocument-UOFA-02848,United States Navy,Government Facilities/Operations,WA,5/21/10,1
13946,1005055,Wallowa-Whitman National Forest Invasive Plants Treatment Project To Protect Native Vegetation by Controlling Containing or Eradicating Invasive Plant Wallowa Baker Malheur and Grant Counties OR and Adams and Nez Perce Counties ID,EisDocument-UOFA-03014,Forest Service,Conservation/Restoration/ Bio. Resource use,ID,5/21/10,1
10306,1003779,Rattlesnake Forest Management Project Proposes to Implement Multiple Resource Management Action Bearlodge Ranger District Black Hills National Forest Crook County WY,EisDocument-UOFA-02881,Forest Service,Conservation/Restoration/ Bio. Resource use,WY,5/14/10,2
12324,1004596,TIER 1 - Elgin O'Hare - West Bypass Study To Identify Multimodal Transportation Solutions Cook and DuPage Counties IL,EisDocument-UOFA-02523,Federal Highway Administration,Transportation,IL,5/14/10,2
11367,1004153,Sierra National Forest Travel Management Plan To Prohibit Motorized Vehicle Travel Off Designated National Forest Transportation System (NFIS) Roads Trails and Area Fresno Mariposa Madera Counties CA,EisDocument-UOFA-03286,Forest Service,Recreation,CA,5/7/10,1
1933,1000670,Canyon Fuels and Vegetation Management Project Proposed Fuels and Vegetation Treatment to Reduce the Risk of Stand Loss Due to Overly Dense Stand Conditions Lookout Mountain Ranger District Ochoco National Forest Crook County OR,EisDocument-UOFA-03148,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,4/30/10,1
5089,1001851,Gunnison Basin Federal Lands Travel Management Project To Address Travel Management on Federal Lands within the Upper Gunnison Basin and North Fork Valley Implementation Gunnison Delta Hinsdale and Saguache Counties CO,EisDocument-UOFA-03080,Forest Service,Recreation,CO,4/30/10,1
8131,1003066,NC-24 Transportation Improvements from west of I-95 to I-40 Funding US Army COE 4040 Permit Cumberland Sampson and Duplin Counties NC,EisDocument-UOFA-03287,Federal Highway Administration,Transportation,NC,4/26/10,1
1342,1000446,Black Hills National Forest Travel Management Plan Proposes to Designate Certain Roads and Trails Open to Motorized Travel Custer Fall River Lawrence Meade Pennington Counties SD and Crook and Weston Counties WY,EisDocument-UOFA-02930,Forest Service,Recreation,SD,4/16/10,1
8574,1003160,Norbeck Wildlife Project Proposing to Manage Vegetation to Benefit Game Animals and Bird Black Hills National Forest Custer and Pennington Counties SD,EisDocument-UOFA-02793,Forest Service,Conservation/Restoration/ Bio. Resource use,SD,4/16/10,2
13396,1004977,US-95 Garwood to Sagle (from MP-438.4 to MP 469.75) Transportation Improvements to Present and Future Traffic Demand Funding NPDES Permit and US Army COE Section 404 Permit Kootenai and Bonner Counties ID,EisDocument-UOFA-02869,Federal Highway Administration,Transportation,ID,4/9/10,1
3379,1001384,EXF Thinning Fuel Reduction and Research Project Proposal for Vegetation Management and Fuel Reduction within the Lookout Mountain Unit of the Pringle Falls Experimental Forest Bend/Ft. Rock Ranger District Deschates National Forest Deschutes County OR,EisDocument-ALIGN-00007,Forest Service,Conservation/Restoration/ Bio. Resource use,OR,4/2/10,1
13813,1005045,WA-502 Corridor Widening Project Proposes Improvements to Five Miles of WA-502 (NE-219th Street) between NE 15th Avenue and NE 102nd Avenue Funding Clark County WA,EisDocument-UOFA-02684,Federal Highway Administration,Transportation,WA,4/2/10,1
11284,1004122,Shasta-Trinity National Forest Motorized Travel Management Project Proposal to Prohibit Cross-County Motor Vehicle Travel off Designated National Forest Transportation System (NFTS) Roads Motorized Trails and Areas by the Public Except as Allowed by Permit or other Authorization (excluding snowmobile use) CA,EisDocument-UOFA-02858,Forest Service,Recreation,CA,3/26/10,4
13842,1005210,WI-15 Expansion from New London to Greenville Funding US Army COE 404 Permit Outagamie County WI,EisDocument-UOFA-02820,Federal Highway Administration,Transportation,WI,3/26/10,1
1213,1000403,Bienville Offshore Energy Terminal (BOET) Deepwater Port License Application Amendment (Docket # USCG-2006-24644) Proposes to Construct and Operate a Liquefied Natural Gas Receiving and Regasification Facility Outer Continental Shelf of the Gulf of Mexico South of Fort Morgan AL,EisDocument-UOFA-02824,U.S. Coast Guard,Mineral Resource Extraction,AL,3/19/10,1
14585,1005312,Yukon Flats National Wildlife Refuge Project Proposed Federal and Public Land Exchange Right-of-Way Grant Anchorage AK,EisDocument-UOFA-02754,Fish and Wildlife Service,Conservation/Restoration/ Bio. Resource use,AK,3/12/10,40
5599,2000506,I-69 Evansville to Indianapolis Indiana Project Section 2 Revised to Update the Stream Impacts Oakland City to Washington (IN-64 to US 50) Gibson Pike and Daviess Counties IN,EisDocument-UOFA-02531,Federal Highway Administration,Transportation,IN,3/5/10,1
7084,1002603,Lower Trinity and Mad River Motorized Travel Management Proposed to Prohibit Cross-County Motor Vehicle Travel Off Designated National Forest Transportation System (NFTS) Roads and Motorized Trails Six River National Forest CA,EisDocument-UOFA-02959,Forest Service,Recreation,CA,2/19/10,2
9336,1003664,PROGRAMMATIC - Louisiana Coastal Area (LCA) Beneficial Use of Dredged Material (BUDMAT) Program Study To Establish the Structure and Management Architecture of the BUDMAT Program Implementation MS TX and LA,EisDocument-UOFA-02542,U.S. Army Corps of Engineers,Water Works,MS;TX;LA,1/22/10,1
7661,1002803,Middle Kyle Canyon Complex Project Construction and Operation of a Recreation Complex within the Spring Mountains National Recreation Area Humboldt-Toiyabe National Forest Clark County NV,EisDocument-UOFA-02866,Forest Service,Conservation/Restoration/ Bio. Resource use;Recreation,NV,1/15/10,6
10736,1003921,Ruby Pipeline Project Proposed Natural Gas Pipeline Facilities Right-of-Way Grants (and/or Temporary Use or Special Use Permits) WY UT NV and OR,EisDocument-UOFA-03171,Federal Energy Regulatory Commission,Energy generation/transmission,WY;UT;NV;OR,1/15/10,3
4104,1001494,Foley Land Cut Portion of the Gulf Intracoastal Waterway Proposed Construction of Residential Commercial and Marine Development Gulf Shores and Orange Beach Baldwin County AL,EisDocument-UOFA-02419,U.S. Army Corps of Engineers,Water Works,AL,12/24/09,3
14306,1005187,White Sands Missile Range (WSMR) Development and Implementation of Range-Wide Mission and Major Capabilities NM,EisDocument-UOFA-02150,United States Army,Government Facilities/Operations,NM,12/24/09,1
1179,1000393,Bering Sea Chinook Salmon Bycatch Management Establish New Measures to Minimize Chinook Salmon Bycatch To Amend the Fishery Management Plan Implementation Bering Sea Pollock Fishery AK,EisDocument-UOFA-02223,National Oceanic and Atmospheric Administration,Conservation/Restoration/ Bio. Resource use,AK,12/18/09,5
6633,1002436,Lassen National Forest Motorized Travel Management Plan Implementation Butte Lassen Modoc Plumas Shasta Siskiyou Tehama Counties CA,EisDocument-UOFA-01093,Forest Service,Recreation,CA,12/18/09,1
14225,1005156,Western Wake Regional Wastewater Management Facilities Proposed Construction of Regional Wastewater Pumping Conveyance Treatment and Discharge Facilities to Serve the Towns of Apex Cary Holly Springs and Morrisville Research Triangle Park Wake County NC,EisDocument-UOFA-01760,U.S. Army Corps of Engineers,Water Works,NC,12/18/09,1
5601,2000507,I-69 Evansville to Indianapolis Indiana Project Section 3 Washington to Crane NSWC (US 50 to US 231) Daviess Greene Knox and Martin Counties IN,EisDocument-UOFA-00314,Federal Highway Administration,Transportation,IN,12/11/09,1
7385,1002686,Martin Basin Rangeland Project Reauthorizing Grazing on Eight Existing Cattle and Horse Allotments: Bradshaw Buffalo Buttermilk Granite Peak Indian Martin Basin Rebel Creek and West Side Flat Creek Santa Rosa Ranger District Humboldt-Toiyabe National Forest NV,EisDocument-UOFA-01579,Forest Service,Conservation/Restoration/ Bio. Resource use,NV,12/11/09,2
7842,1002891,Modoc National Forest Motorized Travel Management Plan Implementation National Forest Transportation System (NFTS) Modoc Lassen and Siskiyou Counties CA,EisDocument-UOFA-01449,Forest Service,Conservation/Restoration/ Bio. Resource use;Land Management Plan,CA,12/4/09,1
